Route,Factory,State/Province,Region,Shipments,Total_Sales,Total_Profit,Avg_Order_Value,Avg_Fulfillment_Days,Avg_Transit_Days,Avg_Total_Lead_Time,Avg_Distance_Miles,On_Time_Shipments,Profit_Margin_Pct,On_Time_Rate_Pct,Transit_Speed_Miles_Per_Day,Speed_Score,Efficiency Score,Is_Reliable
The Other Factory -> Massachusetts,The Other Factory,Massachusetts,Atlantic,3,32.5,2.5,10.833333333333334,2.0,3.0,5.0,1106.3,2,7.6923076923076925,66.66666666666666,221.26,37.016945422535215,35.65,False
The Other Factory -> Missouri,The Other Factory,Missouri,Interior,1,6.5,0.5,6.5,3.0,2.0,5.0,263.9,1,7.6923076923076925,100.0,52.779999999999994,6.89150528169014,35.1,False
The Other Factory -> Nevada,The Other Factory,Nevada,Pacific,1,16.25,1.25,16.25,1.0,3.0,4.0,1510.8,0,7.6923076923076925,0.0,377.7,64.98954665492958,25.44,False
The Other Factory -> New Hampshire,The Other Factory,New Hampshire,Atlantic,2,35.75,2.75,17.875,2.5,3.0,5.5,1136.8,1,7.6923076923076925,50.0,206.6909090909091,34.411886803777215,29.74,False
The Other Factory -> New Jersey,The Other Factory,New Jersey,Atlantic,3,68.25,5.25,22.75,4.0,3.3333333333333335,7.333333333333333,915.7000000000002,2,7.6923076923076925,66.66666666666666,124.86818181818184,19.781392545614604,29.62,False
The Other Factory -> New York,The Other Factory,New York,Atlantic,14,181.75,29.75,12.982142857142858,2.7857142857142856,2.7857142857142856,5.571428571428571,943.7,13,16.368638239339752,92.85714285714286,169.3820512820513,27.74079372065728,43.3,True
The Other Factory -> North Carolina,The Other Factory,North Carolina,Gulf,1,9.0,7.0,9.0,0.0,1.0,1.0,573.5,1,77.77777777777779,100.0,573.5,100.0,92.22,False
The Other Factory -> Ohio,The Other Factory,Ohio,Atlantic,3,29.25,2.25,9.75,2.0,2.0,4.0,536.0,3,7.6923076923076925,100.0,134.0,21.414227552816904,40.19,False
The Other Factory -> Oregon,The Other Factory,Oregon,Pacific,2,26.0,2.0,13.0,1.5,4.0,5.5,1809.6,0,7.6923076923076925,0.0,329.0181818181818,56.284886163572345,22.39,False
The Other Factory -> Pennsylvania,The Other Factory,Pennsylvania,Atlantic,7,97.5,7.5,13.928571428571429,2.2857142857142856,2.5714285714285716,4.857142857142857,791.1,5,7.6923076923076925,71.42857142857143,162.87352941176474,26.57702302972246,33.42,True
The Other Factory -> Rhode Island,The Other Factory,Rhode Island,Atlantic,1,22.75,1.75,22.75,4.0,3.0,7.0,1094.7,1,7.6923076923076925,100.0,156.3857142857143,25.41695485412475,41.59,False
The Other Factory -> South Carolina,The Other Factory,South Carolina,Gulf,1,6.5,0.5,6.5,2.0,2.0,4.0,521.2,1,7.6923076923076925,100.0,130.3,20.752640845070427,39.96,False
The Other Factory -> Tennessee,The Other Factory,Tennessee,Gulf,3,42.25,3.25,14.083333333333334,3.0,1.6666666666666667,4.666666666666667,189.6,3,7.6923076923076925,100.0,40.628571428571426,4.7187421403420515,34.34,False
The Other Factory -> Texas,The Other Factory,Texas,Interior,9,100.75,7.75,11.194444444444445,2.4444444444444446,1.7777777777777777,4.222222222222222,521.3,9,7.6923076923076925,100.0,123.4657894736842,19.530634671515937,39.53,True
The Other Factory -> Virginia,The Other Factory,Virginia,Gulf,4,55.25,4.25,13.8125,2.25,1.75,4.0,680.5,3,7.6923076923076925,75.0,170.125,27.873638314260567,34.95,False
The Other Factory -> Washington,The Other Factory,Washington,Pacific,4,52.0,4.0,13.0,3.5,5.0,8.5,1826.7,0,7.6923076923076925,0.0,214.90588235294118,35.880783321251045,15.25,False
Wicked Choccy's -> Alabama,Wicked Choccy's,Alabama,Gulf,22,333.75,217.25,15.170454545454545,2.5454545454545454,1.4545454545454546,4.0,336.3,22,65.09363295880149,100.0,84.075,12.487277178697186,57.15,True
Wicked Choccy's -> Alberta,Wicked Choccy's,Alberta,Pacific,8,146.0,94.88,18.25,3.0,6.25,9.25,2303.4,0,64.98630136986301,0.0,249.01621621621624,41.97995723496384,37.44,True
Wicked Choccy's -> Arizona,Wicked Choccy's,Arizona,Pacific,105,1429.5,931.46,13.614285714285714,2.6095238095238096,4.276190476190476,6.885714285714286,1757.6,6,65.15984610003498,5.714285714285714,255.25311203319498,43.09515922688621,39.6,True
Wicked Choccy's -> Arkansas,Wicked Choccy's,Arkansas,Gulf,27,393.5,256.38,14.574074074074074,2.814814814814815,2.1481481481481484,4.962962962962963,679.6,25,65.15374841168996,92.5925925925926,136.93432835820897,21.938906644155985,58.26,True
Wicked Choccy's -> British Columbia,Wicked Choccy's,British Columbia,Pacific,4,37.5,24.5,9.375,3.5,8.25,11.75,2721.6,0,65.33333333333333,0.0,231.6255319148936,38.87037735053941,36.47,False
Wicked Choccy's -> California,Wicked Choccy's,California,Pacific,823,11394.0,7421.32,13.844471445929527,2.730255164034022,5.32685297691373,8.057108140947753,2211.3,43,65.13357907670704,5.224787363304982,274.45331020962146,46.52829325381106,40.65,True
Wicked Choccy's -> Colorado,Wicked Choccy's,Colorado,Pacific,70,906.5,590.22,12.95,2.6,3.585714285714286,6.185714285714286,1439.1,30,65.10976282404854,42.857142857142854,232.64896073903,39.05337381172137,49.31,True
Wicked Choccy's -> Connecticut,Wicked Choccy's,Connecticut,Atlantic,31,440.75,287.01,14.21774193548387,2.4516129032258065,2.3548387096774195,4.806451612903226,802.3,28,65.11854792966534,90.32258064516128,166.9214765100671,27.300825190235372,59.44,True
Wicked Choccy's -> Delaware,Wicked Choccy's,Delaware,Atlantic,49,601.5,391.42,12.275510204081632,2.836734693877551,1.9387755102040816,4.775510204081633,590.0,49,65.0739817123857,100.0,123.54700854700853,19.54515722809077,59.62,True
Wicked Choccy's -> District of Columbia,Wicked Choccy's,District of Columbia,Atlantic,2,16.25,10.55,8.125,3.0,2.5,5.5,523.6,2,64.92307692307693,100.0,95.2,14.476507482394368,57.79,False
Wicked Choccy's -> Florida,Wicked Choccy's,Florida,Gulf,161,2009.25,1308.59,12.479813664596273,2.652173913043478,1.7018633540372672,4.354037267080745,299.9,160,65.12828169715067,99.37888198757764,68.87860199714693,9.770051523477527,56.03,True
Wicked Choccy's -> Georgia,Wicked Choccy's,Georgia,Gulf,65,862.25,561.43,13.265384615384615,2.646153846153846,1.6615384615384616,4.3076923076923075,163.0,65,65.11220643664831,100.0,37.839285714285715,4.219997720699195,54.27,True
Wicked Choccy's -> Idaho,Wicked Choccy's,Idaho,Pacific,7,78.75,51.25,11.25,2.2857142857142856,5.142857142857143,7.428571428571429,1981.3,0,65.07936507936508,0.0,266.7134615384615,45.14435244278169,38.58,True
Wicked Choccy's -> Illinois,Wicked Choccy's,Illinois,Interior,210,2801.5,1825.22,13.34047619047619,2.776190476190476,2.0142857142857142,4.79047619047619,720.8,197,65.15152596823131,93.80952380952381,150.4652087475149,24.358325727851206,59.47,True
Wicked Choccy's -> Indiana,Wicked Choccy's,Indiana,Interior,54,708.25,461.31,13.11574074074074,3.0,1.9259259259259258,4.925925925925926,609.7,53,65.1337804447582,98.14814814814815,123.77368421052633,19.585688472942923,59.1,True
Wicked Choccy's -> Iowa,Wicked Choccy's,Iowa,Interior,14,172.5,112.5,12.321428571428571,2.7142857142857144,2.5,5.214285714285714,956.3,13,65.21739130434783,92.85714285714286,183.39999999999998,30.247304137323944,61.27,True
Wicked Choccy's -> Kansas,Wicked Choccy's,Kansas,Interior,9,74.25,48.39,8.25,2.4444444444444446,2.5555555555555554,5.0,986.2000000000002,9,65.17171717171718,100.0,197.24000000000004,32.72199603873241,64.26,True
Wicked Choccy's -> Kentucky,Wicked Choccy's,Kentucky,Gulf,58,769.25,501.39,13.262931034482758,2.793103448275862,1.6206896551724137,4.413793103448276,436.4,58,65.17907052323692,100.0,98.871875,15.133065237125884,58.11,True
Wicked Choccy's -> Louisiana,Wicked Choccy's,Louisiana,Gulf,15,220.5,143.54,14.7,2.2666666666666666,1.7333333333333334,4.0,637.0,14,65.09750566893425,93.33333333333333,159.25,25.929109815140848,59.86,True
Wicked Choccy's -> Maine,Wicked Choccy's,Maine,Atlantic,2,55.25,36.07,27.625,4.5,3.0,7.5,1075.5,1,65.28506787330318,50.0,143.4,23.09501540492958,45.93,False
Wicked Choccy's -> Manitoba,Wicked Choccy's,Manitoba,Interior,10,120.25,78.27,12.025,2.9,4.7,7.6,1735.4,0,65.08939708939708,0.0,228.34210526315792,38.28327696441809,36.18,True
Wicked Choccy's -> Maryland,Wicked Choccy's,Maryland,Atlantic,41,652.25,425.23,15.908536585365853,2.707317073170732,1.8780487804878048,4.585365853658536,539.4,39,65.19432732847835,95.1219512195122,117.63510638297873,18.48806644722056,57.83,True
Wicked Choccy's -> Massachusetts,Wicked Choccy's,Massachusetts,Atlantic,54,671.25,436.95,12.430555555555555,2.8518518518518516,2.759259259259259,5.611111111111111,875.8,52,65.09497206703911,96.29629629629629,156.0831683168317,25.362857451017994,60.55,True
Wicked Choccy's -> Michigan,Wicked Choccy's,Michigan,Interior,100,1127.0,733.56,11.27,2.84,2.72,5.56,799.7,94,65.08961845607809,94.0,143.8309352517986,23.172069738575345,59.09,True
Wicked Choccy's -> Minnesota,Wicked Choccy's,Minnesota,Interior,45,595.25,387.87,13.227777777777778,2.688888888888889,3.3333333333333335,6.022222222222222,1163.1,29,65.16085678286434,64.44444444444444,193.13468634686345,31.987936324125567,53.34,True
Wicked Choccy's -> Mississippi,Wicked Choccy's,Mississippi,Gulf,22,315.75,205.61,14.352272727272727,3.0,2.0,5.0,503.1,20,65.11797307996834,90.9090909090909,100.62,15.445642605633806,55.47,True
Wicked Choccy's -> Missouri,Wicked Choccy's,Missouri,Interior,29,362.25,235.82999999999998,12.491379310344827,2.586206896551724,2.3793103448275863,4.9655172413793105,769.5,27,65.10144927536231,93.10344827586206,154.96875,25.163591411751764,59.52,True
Wicked Choccy's -> Montana,Wicked Choccy's,Montana,Pacific,7,109.5,71.46,15.642857142857142,3.0,4.285714285714286,7.285714285714286,1854.6,0,65.26027397260273,0.0,254.55294117647057,42.96996362365369,37.88,True
Wicked Choccy's -> Nebraska,Wicked Choccy's,Nebraska,Interior,14,185.75,121.21,13.267857142857142,2.4285714285714284,2.7857142857142856,5.214285714285714,1136.5,12,65.25437415881561,85.71428571428571,217.95890410958904,36.426685648996724,61.3,True
Wicked Choccy's -> Nevada,Wicked Choccy's,Nevada,Pacific,12,151.5,98.82,12.625,2.75,5.583333333333333,8.333333333333334,2062.5,0,65.22772277227722,0.0,247.49999999999997,41.70884683098591,37.43,True
Wicked Choccy's -> New Brunswick,Wicked Choccy's,New Brunswick,Atlantic,4,75.0,49.0,18.75,4.0,4.0,8.0,1265.8,0,65.33333333333333,0.0,158.225,25.745832416373243,31.88,False
Wicked Choccy's -> New Hampshire,Wicked Choccy's,New Hampshire,Atlantic,11,208.25,135.51,18.931818181818183,3.3636363636363638,2.727272727272727,6.090909090909091,941.2,9,65.07082833133254,81.81818181818183,154.52537313432836,25.084312427738077,56.1,True
Wicked Choccy's -> New Jersey,Wicked Choccy's,New Jersey,Atlantic,59,672.0,437.56,11.389830508474576,2.8135593220338984,2.135593220338983,4.9491525423728815,675.5,57,65.11309523809524,96.61016949152543,136.48801369863014,21.859102361385784,59.42,True
Wicked Choccy's -> New Mexico,Wicked Choccy's,New Mexico,Pacific,17,229.5,149.26,13.5,3.0,3.7058823529411766,6.705882352941177,1459.0,11,65.03703703703704,64.70588235294117,217.5701754385965,36.35717815665926,54.9,True
Wicked Choccy's -> New York,Wicked Choccy's,New York,Atlantic,436,5518.25,3594.11,12.656536697247706,2.6513761467889907,2.628440366972477,5.279816513761468,774.3,400,65.13133692746796,91.74311926605505,146.65282363162464,23.676643750152955,58.61,True
Wicked Choccy's -> North Carolina,Wicked Choccy's,North Carolina,Gulf,101,1376.25,896.75,13.626237623762377,2.6633663366336635,1.6435643564356435,4.306930693069307,256.3,101,65.1589464123524,100.0,59.50873563218391,8.094651782823377,55.64,True
Wicked Choccy's -> North Dakota,Wicked Choccy's,North Dakota,Interior,2,52.5,34.3,26.25,2.5,3.5,6.0,1450.1,0,65.33333333333333,0.0,241.6833333333333,40.66878484448357,37.1,False
Wicked Choccy's -> Nova Scotia,Wicked Choccy's,Nova Scotia,Atlantic,6,87.5,56.900000000000006,14.583333333333334,3.5,3.6666666666666665,7.166666666666667,1276.0,2,65.02857142857144,33.33333333333333,178.04651162790697,29.290061773255815,43.01,True
Wicked Choccy's -> Ohio,Wicked Choccy's,Ohio,Atlantic,189,2479.75,1615.73,13.12037037037037,2.439153439153439,1.835978835978836,4.275132275132275,581.9,183,65.15697146889808,96.82539682539682,136.11274752475245,21.792002060708928,59.48,True
Wicked Choccy's -> Oklahoma,Wicked Choccy's,Oklahoma,Interior,25,308.25,200.91,12.33,2.72,2.76,5.48,939.5,22,65.17761557177616,88.0,171.44160583941604,28.10905694201707,59.05,True
Wicked Choccy's -> Ontario,Wicked Choccy's,Ontario,Atlantic,30,466.25,303.35,15.541666666666666,3.6333333333333333,3.933333333333333,7.566666666666666,1342.4,11,65.06166219839142,36.666666666666664,177.40969162995597,29.17619376085811,43.98,True
Wicked Choccy's -> Oregon,Wicked Choccy's,Oregon,Pacific,43,628.25,409.51,14.61046511627907,2.9302325581395348,6.27906976744186,9.209302325581396,2353.9,0,65.18265021886191,0.0,255.60025252525253,43.15723045263374,37.92,True
Wicked Choccy's -> Pennsylvania,Wicked Choccy's,Pennsylvania,Atlantic,227,2804.25,1826.99,12.353524229074889,2.6519823788546257,1.8634361233480177,4.515418502202643,626.5,222,65.15075332085227,97.79735682819384,138.7468292682927,22.262994890072143,59.93,True
Wicked Choccy's -> Prince Edward Island,Wicked Choccy's,Prince Edward Island,Atlantic,4,52.0,33.76,13.0,3.5,4.0,7.5,1367.7,2,64.92307692307692,50.0,182.36,30.061344630281695,48.24,False
Wicked Choccy's -> Quebec,Wicked Choccy's,Quebec,Atlantic,24,254.75,165.53,10.614583333333334,3.2083333333333335,4.0,7.208333333333333,1489.9000000000003,13,64.97742885181552,54.166666666666664,206.69132947976883,34.411961972339824,51.04,True
Wicked Choccy's -> Rhode Island,Wicked Choccy's,Rhode Island,Atlantic,21,282.25,183.83,13.44047619047619,2.3333333333333335,2.380952380952381,4.714285714285714,847.7,18,65.1302037201063,85.71428571428571,179.8151515151515,29.606307351685874,58.87,True
Wicked Choccy's -> Saskatchewan,Wicked Choccy's,Saskatchewan,Pacific,2,29.25,18.99,14.625,3.5,6.0,9.5,1915.5,0,64.92307692307692,0.0,201.6315789473684,33.50724205429948,34.45,False
Wicked Choccy's -> South Carolina,Wicked Choccy's,South Carolina,Gulf,19,307.0,200.16,16.157894736842106,2.526315789473684,1.4210526315789473,3.9473684210526314,123.3,19,65.19869706840392,100.0,31.236,3.0392825704225355,53.88,True
Wicked Choccy's -> South Dakota,Wicked Choccy's,South Dakota,Interior,3,33.75,22.05,11.25,2.3333333333333335,3.6666666666666665,6.0,1300.9,0,65.33333333333333,0.0,216.8166666666667,36.222445349178415,35.54,False
Wicked Choccy's -> Tennessee,Wicked Choccy's,Tennessee,Gulf,67,915.75,596.21,13.667910447761194,3.1044776119402986,1.8507462686567164,4.955223880597015,409.3,67,65.1061971061971,100.0,82.59969879518073,12.223482674094267,57.07,True
Wicked Choccy's -> Texas,Wicked Choccy's,Texas,Interior,388,5140.5,3347.74,13.248711340206185,2.654639175257732,2.577319587628866,5.231958762886598,971.5,356,65.12479330804396,91.75257731958763,185.68571428571428,30.656006350603626,61.05,True
Wicked Choccy's -> Utah,Wicked Choccy's,Utah,Pacific,23,362.5,236.1,15.76086956521739,2.6956521739130435,4.304347826086956,7.0,1795.6,1,65.13103448275862,4.3478260869565215,256.5142857142857,43.320666184607646,39.26,True
Wicked Choccy's -> Vermont,Wicked Choccy's,Vermont,Atlantic,5,51.75,33.69,10.35,3.2,2.8,6.0,943.1,5,65.10144927536231,100.0,157.18333333333334,25.559574897300475,61.73,True
Wicked Choccy's -> Virginia,Wicked Choccy's,Virginia,Gulf,106,1490.0,970.2,14.056603773584905,2.7452830188679247,1.6603773584905661,4.40566037735849,426.6000000000001,104,65.11409395973155,98.11320754716981,96.8299785867238,14.767959419391087,57.39,True
Wicked Choccy's -> Washington,Wicked Choccy's,Washington,Pacific,221,3023.0,1969.6399999999999,13.678733031674208,2.579185520361991,5.6968325791855206,8.276018099547512,2358.9,19,65.15514389679127,8.597285067873303,285.02837616183706,48.419191380170034,42.33,True
Wicked Choccy's -> West Virginia,Wicked Choccy's,West Virginia,Atlantic,2,25.25,16.47,12.625,3.5,2.0,5.5,443.3,2,65.22772277227722,100.0,80.60000000000001,11.865922095070426,56.98,False
Wicked Choccy's -> Wisconsin,Wicked Choccy's,Wisconsin,Interior,47,737.25,479.83,15.686170212765957,3.1914893617021276,2.8085106382978724,6.0,960.1000000000001,41,65.08375720583248,87.2340425531915,160.01666666666668,26.06619534917841,58.07,True
